Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244),3/39,0.9986261113767364,0.999996465739109,0,0,0.2516951997314535,0.00034603893538788017,RPS7;MYC;RPS3
GO_Biological_Process_2023,Negative Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000059),3/39,0.9986261113767364,0.999996465739109,0,0,0.2516951997314535,0.00034603893538788017,RPL5;RPS7;RPL11
GO_Biological_Process_2023,Gluconeogenesis (GO:0006094),2/32,0.998760219127905,0.999996465739109,0,0,0.2013961605584642,0.00024984201427055144,PGK1;ENO1
GO_Biological_Process_2023,Cell Cycle G2/M Phase Transition (GO:0044839),3/40,0.9989172908308308,0.999996465739109,0,0,0.2448762962358128,0.0002652734441700436,CCNB1;CDK1;AURKA
GO_Biological_Process_2023,Regulation Of Cytoplasmic Translation (GO:2000765),1/24,0.9989463339433076,0.999996465739109,0,0,0.1313801524846596,0.000138503788387255,PKM
GO_Biological_Process_2023,Positive Regulation Of Interleukin-2 Production (GO:0032743),1/25,0.999207726624348,0.999996465739109,0,0,0.1258975907657204,9.978484288117748e-05,RPS3
GO_Biological_Process_2023,Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058),3/42,0.9993293902622342,0.999996465739109,0,0,0.2322875513207839,0.00015582654911989267,RPL5;RPS7;RPL11
GO_Biological_Process_2023,Spindle Assembly Checkpoint Signaling (GO:0071173),1/26,0.9994041114727066,0.999996465739109,0,0,0.1208536339842963,7.203675904431118e-05,CENPF
GO_Biological_Process_2023,Positive Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031112),1/26,0.9994041114727066,0.999996465739109,0,0,0.1208536339842963,7.203675904431118e-05,RPS3
GO_Biological_Process_2023,Positive Regulation Of Monooxygenase Activity (GO:0032770),1/26,0.9994041114727066,0.999996465739109,0,0,0.1208536339842963,7.203675904431118e-05,DHFR
GO_Biological_Process_2023,Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094),1/26,0.9994041114727066,0.999996465739109,0,0,0.1208536339842963,7.203675904431118e-05,CENPF
GO_Biological_Process_2023,Mitotic Spindle Checkpoint Signaling (GO:0071174),1/26,0.9994041114727066,0.999996465739109,0,0,0.1208536339842963,7.203675904431118e-05,CENPF
GO_Biological_Process_2023,Cellular Response To Xenobiotic Stimulus (GO:0071466),1/26,0.9994041114727066,0.999996465739109,0,0,0.1208536339842963,7.203675904431118e-05,MYC
GO_Biological_Process_2023,Positive Regulation Of Mitotic Nuclear Division (GO:0045840),2/35,0.999427757790652,0.999996465739109,0,0,0.1830508060874553,0.00010477938015048342,UBE2C;AURKA
GO_Biological_Process_2023,Hexose Biosynthetic Process (GO:0019319),2/35,0.999427757790652,0.999996465739109,0,0,0.1830508060874553,0.00010477938015048342,PGK1;ENO1
GO_Biological_Process_2023,Positive Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051443),1/27,0.9995516511649286,0.999996465739109,0,0,0.1161976738783664,5.210877404853163e-05,UBE2C
GO_Biological_Process_2023,Negative Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0045841),1/28,0.9996624907136854,0.999996465739109,0,0,0.1118865997062091,3.776914049142761e-05,CENPF
GO_Biological_Process_2023,Regulation Of Nitric-Oxide Synthase Activity (GO:0050999),1/28,0.9996624907136854,0.999996465739109,0,0,0.1118865997062091,3.776914049142761e-05,DHFR
GO_Biological_Process_2023,Positive Regulation Of Fibroblast Proliferation (GO:0048146),1/28,0.9996624907136854,0.999996465739109,0,0,0.1118865997062091,3.776914049142761e-05,MYC
GO_Biological_Process_2023,Positive Regulation Of Microtubule Polymerization (GO:0031116),1/29,0.999745755794378,0.999996465739109,0,0,0.1078834594034916,2.7432231826567635e-05,RPS3
GO_Biological_Process_2023,Regulation Of Muscle Contraction (GO:0006937),1/29,0.999745755794378,0.999996465739109,0,0,0.1078834594034916,2.7432231826567635e-05,ENO1
GO_Biological_Process_2023,Positive Regulation Of Viral Genome Replication (GO:0045070),1/29,0.999745755794378,0.999996465739109,0,0,0.1078834594034916,2.7432231826567635e-05,TOP2A
GO_Biological_Process_2023,Protein K11-linked Ubiquitination (GO:0070979),1/29,0.999745755794378,0.999996465739109,0,0,0.1078834594034916,2.7432231826567635e-05,UBE2C
